Photo;Name;Comments
mlp-pony-rainbow-collection-rainbow-dash-blind-bag.jpg;Rainbow Dash;Pony Rainbow Collection (Target)|Glitter
mlp-pony-rainbow-collection-twilight-sparkle-blind-bag.jpg;Twilight Sparkle;Pony Rainbow Collection (Target)|Glitter
mlp-pony-rainbow-collection-rarity-blind-bag.jpg;Rarity;Pony Rainbow Collection (Target)|Glitter
mlp-wave-1-rainbow-dash-blind-bag.jpg;Rainbow Dash;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-wave-1-pinkie-pie-blind-bag.jpg;Pinkie Pie;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-kiwi-tart-blind-bag.jpg;Kiwi Tart;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-seascape-blind-bag.jpg;Seascape;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-star-dasher-blind-bag.jpg;Star Dasher;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-dainty-daisy-blind-bag.jpg;Dainty Daisy;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-periwinkle-blind-bag.jpg;Periwinkle;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-wave-1-applejack-blind-bag.jpg;Applejack;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-wave-1-rarity-blind-bag.jpg;Rarity;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-waterfire-blind-bag.jpg;Waterfire;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-pick-a-lily-blind-bag.jpg;Pick-a-Lily;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-pinkie-pie-friends-mini-collection-rainbow-swirl-blind-bag.jpg;Rainbow Swirl;Pinkie Pie & Friends Mini Collection (Walmart)
mlp-groovin-hooves-set-octavia-melody-blind-bag.jpg;Octavia Melody;Pony Friends Forever Collection (Toys"R"Us)
mlp-groovin-hooves-set-lyrica-lilac-blind-bag.jpg;Lyrica Lilac;Pony Friends Forever Collection (Toys"R"Us)
mlp-pony-friends-forever-collection-dr-hooves-blind-bag.jpg;Dr. Hooves;Pony Friends Forever Collection (Toys"R"Us)
mlp-class-of-cutie-marks-set-apple-bloom-blind-bag.jpg;Apple Bloom;Pony Friends Forever Collection (Toys"R"Us)
mlp-royal-surprise-set-princess celestia-blind-bag.jpg;Princess Celestia;Pony Friends Forever Collection (Toys"R"Us)|Gold hooves
mlp-pony-friends-forever-collection-princess-luna-blind-bag.jpg;Princess Luna;Pony Friends Forever Collection (Toys"R"Us)
mlp-wave-1-pinkie-pie-blind-bag.jpg;Pinkie Pie;Pony Friends Forever Collection (Toys"R"Us)
mlp-pony-friends-forever-collection-dj-pon-3-blind-bag.jpg;DJ PON-3;Pony Friends Forever Collection (Toys"R"Us)
mlp-cake-family-babysitting-fun-mrs-dazzle-cake-blind-bag.jpg;Mrs. Dazzle Cake;Pony Friends Forever Collection (Toys"R"Us)
mlp-wave-9-mr-carrot-cake-blind-bag.jpg;Mr. Carrot Cake;Pony Friends Forever Collection (Toys"R"Us)
